"Страна";"Дата";"Заражений";"Выздоровлений";"Смертей";"Заражений за день";"Выздоровлений за день";"Смертей за день"
Восточный Тимор;26.01.2020;0;0;0;0;0;0
Восточный Тимор;26.02.2020;0;0;0;0;0;0
Восточный Тимор;26.03.2020;1;0;0;0;0;0
Восточный Тимор;26.04.2020;24;2;0;0;0;0
Восточный Тимор;27.01.2020;0;0;0;0;0;0
Восточный Тимор;27.02.2020;0;0;0;0;0;0
Восточный Тимор;27.03.2020;1;0;0;0;0;0
Восточный Тимор;27.04.2020;24;2;0;0;0;0
Восточный Тимор;28.01.2020;0;0;0;0;0;0
Восточный Тимор;28.02.2020;0;0;0;0;0;0
Восточный Тимор;28.03.2020;1;0;0;0;0;0
Восточный Тимор;28.04.2020;24;6;0;0;4;0
Восточный Тимор;29.01.2020;0;0;0;0;0;0
Восточный Тимор;29.02.2020;0;0;0;0;0;0
Восточный Тимор;29.03.2020;1;0;0;0;0;0
Восточный Тимор;29.04.2020;24;6;0;0;0;0
Восточный Тимор;30.01.2020;0;0;0;0;0;0
Восточный Тимор;30.03.2020;1;0;0;0;0;0
Восточный Тимор;31.01.2020;0;0;0;0;0;0
Восточный Тимор;31.03.2020;1;0;0;0;0;0
Вьетнам;01.02.2020;6;1;0;4;1;0
Вьетнам;01.03.2020;16;16;0;0;0;0
Вьетнам;01.04.2020;218;63;0;6;5;0
Вьетнам;02.02.2020;6;1;0;0;0;0
Вьетнам;02.03.2020;16;16;0;0;0;0
Вьетнам;02.04.2020;233;75;0;15;12;0
Вьетнам;03.02.2020;8;1;0;2;0;0
Вьетнам;03.03.2020;16;16;0;0;0;0
Вьетнам;03.04.2020;237;85;0;4;10;0
Вьетнам;04.02.2020;8;1;0;0;0;0
Вьетнам;04.03.2020;16;16;0;0;0;0
Вьетнам;04.04.2020;240;90;0;3;5;0
Вьетнам;05.02.2020;8;1;0;0;0;0
Вьетнам;05.03.2020;16;16;0;0;0;0
Вьетнам;05.04.2020;241;90;0;1;0;0
Вьетнам;06.02.2020;10;1;0;2;0;0
Вьетнам;06.03.2020;16;16;0;0;0;0
Вьетнам;06.04.2020;245;95;0;4;5;0
Вьетнам;07.02.2020;10;1;0;0;0;0
Вьетнам;07.03.2020;18;16;0;2;0;0
Вьетнам;07.04.2020;249;123;0;4;28;0
Вьетнам;08.02.2020;13;1;0;3;0;0
Вьетнам;08.03.2020;30;16;0;12;0;0
Вьетнам;08.04.2020;251;126;0;2;3;0
Вьетнам;09.02.2020;13;1;0;0;0;0
Вьетнам;09.03.2020;30;16;0;0;0;0
Вьетнам;09.04.2020;255;128;0;4;2;0
Вьетнам;10.02.2020;14;1;0;1;0;0
Вьетнам;10.03.2020;31;16;0;1;0;0
Вьетнам;10.04.2020;257;144;0;2;16;0
Вьетнам;11.02.2020;15;6;0;1;5;0
Вьетнам;11.03.2020;38;16;0;7;0;0
Вьетнам;11.04.2020;258;144;0;1;0;0
Вьетнам;12.02.2020;15;6;0;0;0;0
Вьетнам;12.03.2020;39;16;0;1;0;0
Вьетнам;12.04.2020;262;144;0;4;0;0
Вьетнам;13.02.2020;16;7;0;1;1;0
Вьетнам;13.03.2020;47;16;0;8;0;0
Вьетнам;13.04.2020;265;146;0;3;2;0
Вьетнам;14.02.2020;16;7;0;0;0;0
Вьетнам;14.03.2020;53;16;0;6;0;0
Вьетнам;14.04.2020;266;169;0;1;23;0
Вьетнам;15.02.2020;16;7;0;0;0;0
Вьетнам;15.03.2020;56;16;0;3;0;0
Вьетнам;15.04.2020;267;171;0;1;2;0
Вьетнам;16.02.2020;16;7;0;0;0;0
Вьетнам;16.03.2020;61;16;0;5;0;0
Вьетнам;16.04.2020;268;177;0;1;6;0
Вьетнам;17.02.2020;16;7;0;0;0;0
Вьетнам;17.03.2020;66;16;0;5;0;0
Вьетнам;17.04.2020;268;198;0;0;21;0
Вьетнам;18.02.2020;16;7;0;0;0;0
Вьетнам;18.03.2020;75;16;0;9;0;0
Вьетнам;18.04.2020;268;201;0;0;3;0
Вьетнам;19.02.2020;16;7;0;0;0;0
Вьетнам;19.03.2020;85;16;0;10;0;0
Вьетнам;19.04.2020;268;202;0;0;1;0
Вьетнам;20.02.2020;16;7;0;0;0;0
Вьетнам;20.03.2020;91;16;0;6;0;0
Вьетнам;20.04.2020;268;214;0;0;12;0
Вьетнам;21.02.2020;16;14;0;0;7;0
Вьетнам;21.03.2020;94;17;0;3;1;0
Вьетнам;21.04.2020;268;216;0;0;2;0
Вьетнам;22.01.2020;0;0;0;0;0;0
Вьетнам;22.02.2020;16;14;0;0;0;0
Вьетнам;22.03.2020;113;17;0;19;0;0
Вьетнам;22.04.2020;268;223;0;0;7;0
Вьетнам;23.01.2020;2;0;0;2;0;0
Вьетнам;23.02.2020;16;14;0;0;0;0
Вьетнам;23.03.2020;123;17;0;10;0;0
Вьетнам;23.04.2020;268;224;0;0;1;0
Вьетнам;24.01.2020;2;0;0;0;0;0
Вьетнам;24.02.2020;16;14;0;0;0;0
Вьетнам;24.03.2020;134;17;0;11;0;0
Вьетнам;24.04.2020;270;220;0;2;-4;0
Вьетнам;25.01.2020;2;0;0;0;0;0
Вьетнам;25.02.2020;16;16;0;0;2;0
Вьетнам;25.03.2020;141;17;0;7;0;0
Вьетнам;25.04.2020;270;225;0;0;5;0
Вьетнам;26.01.2020;2;0;0;0;0;0
Вьетнам;26.02.2020;16;16;0;0;0;0
Вьетнам;26.03.2020;153;20;0;12;3;0
Вьетнам;26.04.2020;270;225;0;0;0;0
Вьетнам;27.01.2020;2;0;0;0;0;0
Вьетнам;27.02.2020;16;16;0;0;0;0
Вьетнам;27.03.2020;163;20;0;10;0;0
Вьетнам;27.04.2020;270;225;0;0;0;0
Вьетнам;28.01.2020;2;0;0;0;0;0
Вьетнам;28.02.2020;16;16;0;0;0;0
Вьетнам;28.03.2020;174;21;0;11;1;0
Вьетнам;28.04.2020;270;222;0;0;-3;0
Вьетнам;29.01.2020;2;0;0;0;0;0
Вьетнам;29.02.2020;16;16;0;0;0;0
Вьетнам;29.03.2020;188;25;0;14;4;0
Вьетнам;29.04.2020;270;222;0;0;0;0
Вьетнам;30.01.2020;2;0;0;0;0;0
Вьетнам;30.03.2020;203;55;0;15;30;0
Вьетнам;31.01.2020;2;0;0;0;0;0
Вьетнам;31.03.2020;212;58;0;9;3;0
Габон;01.02.2020;0;0;0;0;0;0
Габон;01.03.2020;0;0;0;0;0;0
Габон;01.04.2020;18;0;1;2;0;0
Габон;02.02.2020;0;0;0;0;0;0
Габон;02.03.2020;0;0;0;0;0;0
Габон;02.04.2020;21;0;1;3;0;0
Габон;03.02.2020;0;0;0;0;0;0
Габон;03.03.2020;0;0;0;0;0;0
Габон;03.04.2020;21;1;1;0;1;0
Габон;04.02.2020;0;0;0;0;0;0
Габон;04.03.2020;0;0;0;0;0;0
Габон;04.04.2020;21;1;1;0;0;0
Габон;05.02.2020;0;0;0;0;0;0
Габон;05.03.2020;0;0;0;0;0;0
Габон;05.04.2020;21;1;1;0;0;0
Габон;06.02.2020;0;0;0;0;0;0
Габон;06.03.2020;0;0;0;0;0;0
Габон;06.04.2020;24;1;1;3;0;0
Габон;07.02.2020;0;0;0;0;0;0
Габон;07.03.2020;0;0;0;0;0;0
Габон;07.04.2020;30;1;1;6;0;0
Габон;08.02.2020;0;0;0;0;0;0
Габон;08.03.2020;0;0;0;0;0;0
Габон;08.04.2020;34;1;1;4;0;0
Габон;09.02.2020;0;0;0;0;0;0
Габон;09.03.2020;0;0;0;0;0;0
Габон;09.04.2020;44;1;1;10;0;0
Габон;10.02.2020;0;0;0;0;0;0
Габон;10.03.2020;0;0;0;0;0;0
Габон;10.04.2020;44;1;1;0;0;0
Габон;11.02.2020;0;0;0;0;0;0
Габон;11.03.2020;0;0;0;0;0;0
Габон;11.04.2020;46;1;1;2;0;0
Габон;12.02.2020;0;0;0;0;0;0
Габон;12.03.2020;0;0;0;0;0;0
Габон;12.04.2020;49;1;1;3;0;0
Габон;13.02.2020;0;0;0;0;0;0
Габон;13.03.2020;0;0;0;0;0;0
Габон;13.04.2020;57;1;1;8;0;0
Габон;14.02.2020;0;0;0;0;0;0
Габон;14.03.2020;1;0;0;1;0;0
Габон;14.04.2020;57;1;1;0;0;0
Габон;15.02.2020;0;0;0;0;0;0
Габон;15.03.2020;1;0;0;0;0;0
Габон;15.04.2020;80;4;1;23;3;0
Габон;16.02.2020;0;0;0;0;0;0
Габон;16.03.2020;1;0;0;0;0;0
Габон;16.04.2020;80;4;1;0;0;0
Габон;17.02.2020;0;0;0;0;0;0
Габон;17.03.2020;1;0;0;0;0;0
Габон;17.04.2020;108;7;1;28;3;0
Габон;18.02.2020;0;0;0;0;0;0
Габон;18.03.2020;1;0;0;0;0;0
Габон;18.04.2020;108;7;1;0;0;0
Габон;19.02.2020;0;0;0;0;0;0
Габон;19.03.2020;1;0;0;0;0;0
Габон;19.04.2020;109;7;1;1;0;0
Габон;20.02.2020;0;0;0;0;0;0
Габон;20.03.2020;3;0;1;2;0;1
Габон;20.04.2020;120;7;1;11;0;0
Габон;21.02.2020;0;0;0;0;0;0
Габон;21.03.2020;4;0;1;1;0;0
Габон;21.04.2020;156;16;1;36;9;0
Габон;22.01.2020;0;0;0;0;0;0
Габон;22.02.2020;0;0;0;0;0;0
Габон;22.03.2020;5;0;1;1;0;0
Габон;22.04.2020;166;24;1;10;8;0
Габон;23.01.2020;0;0;0;0;0;0
Габон;23.02.2020;0;0;0;0;0;0
Габон;23.03.2020;5;0;1;0;0;0
Габон;23.04.2020;167;24;2;1;0;1
Габон;24.01.2020;0;0;0;0;0;0
Габон;24.02.2020;0;0;0;0;0;0
Габон;24.03.2020;6;0;1;1;0;0
Габон;24.04.2020;172;26;3;5;2;1
Габон;25.01.2020;0;0;0;0;0;0
Габон;25.02.2020;0;0;0;0;0;0
Габон;25.03.2020;6;0;1;0;0;0
Габон;25.04.2020;176;30;3;4;4;0
Габон;26.01.2020;0;0;0;0;0;0
Габон;26.02.2020;0;0;0;0;0;0
Габон;26.03.2020;7;0;1;1;0;0
Габон;26.04.2020;176;30;3;0;0;0
Габон;27.01.2020;0;0;0;0;0;0
Габон;27.02.2020;0;0;0;0;0;0
Габон;27.03.2020;7;0;1;0;0;0
Габон;27.04.2020;211;43;3;35;13;0
Габон;28.01.2020;0;0;0;0;0;0
Габон;28.02.2020;0;0;0;0;0;0
Габон;28.03.2020;7;0;1;0;0;0
Габон;28.04.2020;238;53;3;27;10;0
Габон;29.01.2020;0;0;0;0;0;0
Габон;29.02.2020;0;0;0;0;0;0
Габон;29.03.2020;7;0;1;0;0;0
Габон;29.04.2020;276;67;3;38;14;0
Габон;30.01.2020;0;0;0;0;0;0
Габон;30.03.2020;7;0;1;0;0;0
Габон;31.01.2020;0;0;0;0;0;0
Габон;31.03.2020;16;0;1;9;0;0
Гаити;01.02.2020;0;0;0;0;0;0
Гаити;01.03.2020;0;0;0;0;0;0
Гаити;01.04.2020;16;1;0;1;0;0
Гаити;02.02.2020;0;0;0;0;0;0
Гаити;02.03.2020;0;0;0;0;0;0
Гаити;02.04.2020;16;1;0;0;0;0
Гаити;03.02.2020;0;0;0;0;0;0
Гаити;03.03.2020;0;0;0;0;0;0
Гаити;03.04.2020;18;1;0;2;0;0
Гаити;04.02.2020;0;0;0;0;0;0
Гаити;04.03.2020;0;0;0;0;0;0
Гаити;04.04.2020;20;1;0;2;0;0
Гаити;05.02.2020;0;0;0;0;0;0
Гаити;05.03.2020;0;0;0;0;0;0
Гаити;05.04.2020;21;1;1;1;0;1
Гаити;06.02.2020;0;0;0;0;0;0
Гаити;06.03.2020;0;0;0;0;0;0
Гаити;06.04.2020;24;0;1;3;-1;0
Гаити;07.02.2020;0;0;0;0;0;0
Гаити;07.03.2020;0;0;0;0;0;0
Гаити;07.04.2020;25;0;1;1;0;0
Гаити;08.02.2020;0;0;0;0;0;0
Гаити;08.03.2020;0;0;0;0;0;0
Гаити;08.04.2020;27;0;1;2;0;0
Гаити;09.02.2020;0;0;0;0;0;0
Гаити;09.03.2020;0;0;0;0;0;0
Гаити;09.04.2020;30;0;2;3;0;1
Гаити;10.02.2020;0;0;0;0;0;0
Гаити;10.03.2020;0;0;0;0;0;0
Гаити;10.04.2020;31;0;2;1;0;0
Гаити;11.02.2020;0;0;0;0;0;0
Гаити;11.03.2020;0;0;0;0;0;0
Гаити;11.04.2020;33;0;2;2;0;0
Гаити;12.02.2020;0;0;0;0;0;0
Гаити;12.03.2020;0;0;0;0;0;0
Гаити;12.04.2020;33;0;3;0;0;1
Гаити;13.02.2020;0;0;0;0;0;0
Гаити;13.03.2020;0;0;0;0;0;0
Гаити;13.04.2020;40;0;3;7;0;0
Гаити;14.02.2020;0;0;0;0;0;0
Гаити;14.03.2020;0;0;0;0;0;0
Гаити;14.04.2020;40;0;3;0;0;0
Гаити;15.02.2020;0;0;0;0;0;0
Гаити;15.03.2020;0;0;0;0;0;0
Гаити;15.04.2020;41;0;3;1;0;0
Гаити;16.02.2020;0;0;0;0;0;0
Гаити;16.03.2020;0;0;0;0;0;0
Гаити;16.04.2020;41;0;3;0;0;0
Гаити;17.02.2020;0;0;0;0;0;0
Гаити;17.03.2020;0;0;0;0;0;0
Гаити;17.04.2020;43;0;3;2;0;0
Гаити;18.02.2020;0;0;0;0;0;0
Гаити;18.03.2020;0;0;0;0;0;0
Гаити;18.04.2020;44;0;3;1;0;0
Гаити;19.02.2020;0;0;0;0;0;0
Гаити;19.03.2020;0;0;0;0;0;0
Гаити;19.04.2020;47;0;3;3;0;0
Гаити;20.02.2020;0;0;0;0;0;0
Гаити;20.03.2020;2;0;0;2;0;0
Гаити;20.04.2020;57;0;3;10;0;0
Гаити;21.02.2020;0;0;0;0;0;0
Гаити;21.03.2020;2;0;0;0;0;0
Гаити;21.04.2020;57;0;3;0;0;0
Гаити;22.01.2020;0;0;0;0;0;0
Гаити;22.02.2020;0;0;0;0;0;0
Гаити;22.03.2020;2;0;0;0;0;0
Гаити;22.04.2020;62;2;4;5;2;1
Гаити;23.01.2020;0;0;0;0;0;0
Гаити;23.02.2020;0;0;0;0;0;0
Гаити;23.03.2020;6;0;0;4;0;0
Гаити;23.04.2020;72;2;5;10;0;1
Гаити;24.01.2020;0;0;0;0;0;0
Гаити;24.02.2020;0;0;0;0;0;0
Гаити;24.03.2020;7;0;0;1;0;0
Гаити;24.04.2020;72;2;5;0;0;0
Гаити;25.01.2020;0;0;0;0;0;0
Гаити;25.02.2020;0;0;0;0;0;0
Гаити;25.03.2020;8;0;0;1;0;0
Гаити;25.04.2020;72;6;6;0;4;1
Гаити;26.01.2020;0;0;0;0;0;0
Гаити;26.02.2020;0;0;0;0;0;0
Гаити;26.03.2020;8;0;0;0;0;0
Гаити;26.04.2020;74;7;6;2;1;0
Гаити;27.01.2020;0;0;0;0;0;0
Гаити;27.02.2020;0;0;0;0;0;0
Гаити;27.03.2020;8;0;0;0;0;0
Гаити;27.04.2020;76;8;6;2;1;0
Гаити;28.01.2020;0;0;0;0;0;0
Гаити;28.02.2020;0;0;0;0;0;0
Гаити;28.03.2020;8;0;0;0;0;0
Гаити;28.04.2020;76;8;6;0;0;0
Гаити;29.01.2020;0;0;0;0;0;0
Гаити;29.02.2020;0;0;0;0;0;0
Гаити;29.03.2020;15;1;0;7;1;0
Гаити;29.04.2020;76;8;6;0;0;0
Гаити;30.01.2020;0;0;0;0;0;0
Гаити;30.03.2020;15;1;0;0;0;0
Гаити;31.01.2020;0;0;0;0;0;0
Гаити;31.03.2020;15;1;0;0;0;0
Гайана;01.02.2020;0;0;0;0;0;0
Гайана;01.03.2020;0;0;0;0;0;0
Гайана;01.04.2020;19;0;2;7;0;0
Гайана;02.02.2020;0;0;0;0;0;0
Гайана;02.03.2020;0;0;0;0;0;0
Гайана;02.04.2020;19;0;4;0;0;2
Гайана;03.02.2020;0;0;0;0;0;0
Гайана;03.03.2020;0;0;0;0;0;0
Гайана;03.04.2020;23;0;4;4;0;0
Гайана;04.02.2020;0;0;0;0;0;0
Гайана;04.03.2020;0;0;0;0;0;0
Гайана;04.04.2020;23;0;4;0;0;0
Гайана;05.02.2020;0;0;0;0;0;0
Гайана;05.03.2020;0;0;0;0;0;0
Гайана;05.04.2020;24;0;4;1;0;0
Гайана;06.02.2020;0;0;0;0;0;0
Гайана;06.03.2020;0;0;0;0;0;0
Гайана;06.04.2020;31;8;4;7;8;0
Гайана;07.02.2020;0;0;0;0;0;0
Гайана;07.03.2020;0;0;0;0;0;0
Гайана;07.04.2020;33;8;5;2;0;1
Гайана;08.02.2020;0;0;0;0;0;0
Гайана;08.03.2020;0;0;0;0;0;0
Гайана;08.04.2020;37;8;6;4;0;1
Гайана;09.02.2020;0;0;0;0;0;0
Гайана;09.03.2020;0;0;0;0;0;0
Гайана;09.04.2020;37;8;6;0;0;0
Гайана;10.02.2020;0;0;0;0;0;0
Гайана;10.03.2020;0;0;0;0;0;0
Гайана;10.04.2020;37;8;6;0;0;0
Гайана;11.02.2020;0;0;0;0;0;0
Гайана;11.03.2020;0;0;0;0;0;0
Гайана;11.04.2020;45;8;6;8;0;0
Гайана;12.02.2020;0;0;0;0;0;0
Гайана;12.03.2020;1;0;1;1;0;1
Гайана;12.04.2020;45;8;6;0;0;0
Гайана;13.02.2020;0;0;0;0;0;0
Гайана;13.03.2020;1;0;1;0;0;0
Гайана;13.04.2020;45;8;6;0;0;0
Гайана;14.02.2020;0;0;0;0;0;0
Гайана;14.03.2020;1;0;1;0;0;0
Гайана;14.04.2020;47;8;6;2;0;0
Гайана;15.02.2020;0;0;0;0;0;0
Гайана;15.03.2020;4;0;1;3;0;0
Гайана;15.04.2020;55;8;6;8;0;0
Гайана;16.02.2020;0;0;0;0;0;0
Гайана;16.03.2020;4;0;1;0;0;0
Гайана;16.04.2020;55;8;6;0;0;0
Гайана;17.02.2020;0;0;0;0;0;0
Гайана;17.03.2020;7;0;1;3;0;0
Гайана;17.04.2020;63;9;6;8;1;0
Гайана;18.02.2020;0;0;0;0;0;0
Гайана;18.03.2020;7;0;1;0;0;0
Гайана;18.04.2020;63;9;6;0;0;0
Гайана;19.02.2020;0;0;0;0;0;0
Гайана;19.03.2020;7;0;1;0;0;0
Гайана;19.04.2020;65;9;7;2;0;1
Гайана;20.02.2020;0;0;0;0;0;0
Гайана;20.03.2020;7;0;1;0;0;0
Гайана;20.04.2020;65;9;7;0;0;0
Гайана;21.02.2020;0;0;0;0;0;0
Гайана;21.03.2020;7;0;1;0;0;0
Гайана;21.04.2020;66;9;7;1;0;0
Гайана;22.01.2020;0;0;0;0;0;0
Гайана;22.02.2020;0;0;0;0;0;0
Гайана;22.03.2020;19;0;1;12;0;0
Гайана;22.04.2020;67;9;7;1;0;0
Гайана;23.01.2020;0;0;0;0;0;0
Гайана;23.02.2020;0;0;0;0;0;0
Гайана;23.03.2020;20;0;1;1;0;0
Гайана;23.04.2020;70;9;7;3;0;0
Гайана;24.01.2020;0;0;0;0;0;0
Гайана;24.02.2020;0;0;0;0;0;0
Гайана;24.03.2020;5;0;1;-15;0;0
Гайана;24.04.2020;73;12;7;3;3;0
Гайана;25.01.2020;0;0;0;0;0;0
Гайана;25.02.2020;0;0;0;0;0;0
Гайана;25.03.2020;5;0;1;0;0;0
Гайана;25.04.2020;73;12;7;0;0;0
Гайана;26.01.2020;0;0;0;0;0;0
Гайана;26.02.2020;0;0;0;0;0;0
Гайана;26.03.2020;5;0;1;0;0;0
Гайана;26.04.2020;74;12;8;1;0;1
Гайана;27.01.2020;0;0;0;0;0;0
Гайана;27.02.2020;0;0;0;0;0;0
Гайана;27.03.2020;5;0;1;0;0;0
Гайана;27.04.2020;74;15;8;0;3;0
Гайана;28.01.2020;0;0;0;0;0;0
Гайана;28.02.2020;0;0;0;0;0;0
Гайана;28.03.2020;8;0;1;3;0;0
Гайана;28.04.2020;74;15;8;0;0;0
Гайана;29.01.2020;0;0;0;0;0;0
Гайана;29.02.2020;0;0;0;0;0;0
Гайана;29.03.2020;8;0;1;0;0;0
Гайана;29.04.2020;78;18;8;4;3;0
Гайана;30.01.2020;0;0;0;0;0;0
Гайана;30.03.2020;8;0;1;0;0;0
Гайана;31.01.2020;0;0;0;0;0;0
Гайана;31.03.2020;12;0;2;4;0;1
Гамбия;01.02.2020;0;0;0;0;0;0
Гамбия;01.03.2020;0;0;0;0;0;0
Гамбия;01.04.2020;4;2;1;0;2;0
Гамбия;02.02.2020;0;0;0;0;0;0
Гамбия;02.03.2020;0;0;0;0;0;0
Гамбия;02.04.2020;4;2;1;0;0;0
Гамбия;03.02.2020;0;0;0;0;0;0
Гамбия;03.03.2020;0;0;0;0;0;0
Гамбия;03.04.2020;4;2;1;0;0;0
Гамбия;04.02.2020;0;0;0;0;0;0
Гамбия;04.03.2020;0;0;0;0;0;0
Гамбия;04.04.2020;4;2;1;0;0;0
Гамбия;05.02.2020;0;0;0;0;0;0
Гамбия;05.03.2020;0;0;0;0;0;0
Гамбия;05.04.2020;4;2;1;0;0;0
Гамбия;06.02.2020;0;0;0;0;0;0
Гамбия;06.03.2020;0;0;0;0;0;0
Гамбия;06.04.2020;4;2;1;0;0;0
Гамбия;07.02.2020;0;0;0;0;0;0
Гамбия;07.03.2020;0;0;0;0;0;0
Гамбия;07.04.2020;4;2;1;0;0;0
Гамбия;08.02.2020;0;0;0;0;0;0
Гамбия;08.03.2020;0;0;0;0;0;0
Гамбия;08.04.2020;4;2;1;0;0;0
Гамбия;09.02.2020;0;0;0;0;0;0
Гамбия;09.03.2020;0;0;0;0;0;0
Гамбия;09.04.2020;4;2;1;0;0;0
Гамбия;10.02.2020;0;0;0;0;0;0
Гамбия;10.03.2020;0;0;0;0;0;0
Гамбия;10.04.2020;4;2;1;0;0;0
Гамбия;11.02.2020;0;0;0;0;0;0
Гамбия;11.03.2020;0;0;0;0;0;0
Гамбия;11.04.2020;9;2;1;5;0;0
Гамбия;12.02.2020;0;0;0;0;0;0
Гамбия;12.03.2020;0;0;0;0;0;0
Гамбия;12.04.2020;9;2;1;0;0;0
Гамбия;13.02.2020;0;0;0;0;0;0
Гамбия;13.03.2020;0;0;0;0;0;0
Гамбия;13.04.2020;9;2;1;0;0;0
Гамбия;14.02.2020;0;0;0;0;0;0
Гамбия;14.03.2020;0;0;0;0;0;0
Гамбия;14.04.2020;9;2;1;0;0;0
Гамбия;15.02.2020;0;0;0;0;0;0
Гамбия;15.03.2020;0;0;0;0;0;0
Гамбия;15.04.2020;9;2;1;0;0;0
Гамбия;16.02.2020;0;0;0;0;0;0
Гамбия;16.03.2020;0;0;0;0;0;0
Гамбия;16.04.2020;9;2;1;0;0;0
Гамбия;17.02.2020;0;0;0;0;0;0
Гамбия;17.03.2020;1;0;0;1;0;0
Гамбия;17.04.2020;9;2;1;0;0;0
Гамбия;18.02.2020;0;0;0;0;0;0
Гамбия;18.03.2020;1;0;0;0;0;0
Гамбия;18.04.2020;9;2;1;0;0;0
Гамбия;19.02.2020;0;0;0;0;0;0
Гамбия;19.03.2020;1;0;0;0;0;0
Гамбия;19.04.2020;10;2;1;1;0;0
Гамбия;20.02.2020;0;0;0;0;0;0
Гамбия;20.03.2020;1;0;0;0;0;0
Гамбия;20.04.2020;10;2;1;0;0;0
Гамбия;21.02.2020;0;0;0;0;0;0
Гамбия;21.03.2020;1;0;0;0;0;0
Гамбия;21.04.2020;10;2;1;0;0;0
Гамбия;22.01.2020;0;0;0;0;0;0
Гамбия;22.02.2020;0;0;0;0;0;0
Гамбия;22.03.2020;1;0;0;0;0;0
Гамбия;22.04.2020;10;2;1;0;0;0
Гамбия;23.01.2020;0;0;0;0;0;0
Гамбия;23.02.2020;0;0;0;0;0;0
Гамбия;23.03.2020;2;0;1;1;0;1
Гамбия;23.04.2020;10;2;1;0;0;0
Гамбия;24.01.2020;0;0;0;0;0;0
Гамбия;24.02.2020;0;0;0;0;0;0
Гамбия;24.03.2020;3;0;1;1;0;0
Гамбия;24.04.2020;10;2;1;0;0;0
Гамбия;25.01.2020;0;0;0;0;0;0
Гамбия;25.02.2020;0;0;0;0;0;0
Гамбия;25.03.2020;3;0;1;0;0;0
Гамбия;25.04.2020;10;8;1;0;6;0
Гамбия;26.01.2020;0;0;0;0;0;0
Гамбия;26.02.2020;0;0;0;0;0;0
Гамбия;26.03.2020;3;0;1;0;0;0
Гамбия;26.04.2020;10;8;1;0;0;0
Гамбия;27.01.2020;0;0;0;0;0;0
Гамбия;27.02.2020;0;0;0;0;0;0
Гамбия;27.03.2020;3;0;1;0;0;0
Гамбия;27.04.2020;10;8;1;0;0;0
Гамбия;28.01.2020;0;0;0;0;0;0
Гамбия;28.02.2020;0;0;0;0;0;0
Гамбия;28.03.2020;3;0;1;0;0;0
Гамбия;28.04.2020;10;8;1;0;0;0
Гамбия;29.01.2020;0;0;0;0;0;0
Гамбия;29.02.2020;0;0;0;0;0;0
Гамбия;29.03.2020;4;0;1;1;0;0
Гамбия;29.04.2020;10;8;1;0;0;0
Гамбия;30.01.2020;0;0;0;0;0;0
Гамбия;30.03.2020;4;0;1;0;0;0
Гамбия;31.01.2020;0;0;0;0;0;0
Гамбия;31.03.2020;4;0;1;0;0;0
Гана;01.02.2020;0;0;0;0;0;0
Гана;01.03.2020;0;0;0;0;0;0
Гана;01.04.2020;195;31;5;34;0;0
Гана;02.02.2020;0;0;0;0;0;0
Гана;02.03.2020;0;0;0;0;0;0
Гана;02.04.2020;204;31;5;9;0;0
Гана;03.02.2020;0;0;0;0;0;0
Гана;03.03.2020;0;0;0;0;0;0
Гана;03.04.2020;205;31;5;1;0;0
Гана;04.02.2020;0;0;0;0;0;0
Гана;04.03.2020;0;0;0;0;0;0
Гана;04.04.2020;205;31;5;0;0;0
Гана;05.02.2020;0;0;0;0;0;0
Гана;05.03.2020;0;0;0;0;0;0
Гана;05.04.2020;214;31;5;9;0;0
Гана;06.02.2020;0;0;0;0;0;0
Гана;06.03.2020;0;0;0;0;0;0
Гана;06.04.2020;214;31;5;0;0;0
Гана;07.02.2020;0;0;0;0;0;0
Гана;07.03.2020;0;0;0;0;0;0
Гана;07.04.2020;287;31;5;73;0;0
Гана;08.02.2020;0;0;0;0;0;0
Гана;08.03.2020;0;0;0;0;0;0
Гана;08.04.2020;313;34;6;26;3;1
Гана;09.02.2020;0;0;0;0;0;0
Гана;09.03.2020;0;0;0;0;0;0
Гана;09.04.2020;378;3;6;65;-31;0
Гана;10.02.2020;0;0;0;0;0;0
Гана;10.03.2020;0;0;0;0;0;0
Гана;10.04.2020;378;4;6;0;1;0
Гана;11.02.2020;0;0;0;0;0;0
Гана;11.03.2020;0;0;0;0;0;0
Гана;11.04.2020;408;4;8;30;0;2
Гана;12.02.2020;0;0;0;0;0;0
Гана;12.03.2020;0;0;0;0;0;0
Гана;12.04.2020;566;4;8;158;0;0
Гана;13.02.2020;0;0;0;0;0;0
Гана;13.03.2020;0;0;0;0;0;0
Гана;13.04.2020;566;4;8;0;0;0
Гана;14.02.2020;0;0;0;0;0;0
Гана;14.03.2020;3;0;0;3;0;0
Гана;14.04.2020;636;17;8;70;13;0
Гана;15.02.2020;0;0;0;0;0;0
Гана;15.03.2020;6;0;0;3;0;0
Гана;15.04.2020;636;17;8;0;0;0
Гана;16.02.2020;0;0;0;0;0;0
Гана;16.03.2020;6;0;0;0;0;0
Гана;16.04.2020;641;83;8;5;66;0
