"Страна";"Дата";"Заражений";"Выздоровлений";"Смертей";"Заражений за день";"Выздоровлений за день";"Смертей за день"
Намибия;29.01.2020;0;0;0;0;0;0
Намибия;29.02.2020;0;0;0;0;0;0
Намибия;29.03.2020;11;2;0;3;0;0
Намибия;29.04.2020;16;8;0;0;0;0
Намибия;30.01.2020;0;0;0;0;0;0
Намибия;30.03.2020;11;2;0;0;0;0
Намибия;31.01.2020;0;0;0;0;0;0
Намибия;31.03.2020;11;2;0;0;0;0
Непал;01.02.2020;1;0;0;0;0;0
Непал;01.03.2020;1;1;0;0;0;0
Непал;01.04.2020;5;1;0;0;0;0
Непал;02.02.2020;1;0;0;0;0;0
Непал;02.03.2020;1;1;0;0;0;0
Непал;02.04.2020;6;1;0;1;0;0
Непал;03.02.2020;1;0;0;0;0;0
Непал;03.03.2020;1;1;0;0;0;0
Непал;03.04.2020;6;1;0;0;0;0
Непал;04.02.2020;1;0;0;0;0;0
Непал;04.03.2020;1;1;0;0;0;0
Непал;04.04.2020;9;1;0;3;0;0
Непал;05.02.2020;1;0;0;0;0;0
Непал;05.03.2020;1;1;0;0;0;0
Непал;05.04.2020;9;1;0;0;0;0
Непал;06.02.2020;1;0;0;0;0;0
Непал;06.03.2020;1;1;0;0;0;0
Непал;06.04.2020;9;1;0;0;0;0
Непал;07.02.2020;1;0;0;0;0;0
Непал;07.03.2020;1;1;0;0;0;0
Непал;07.04.2020;9;1;0;0;0;0
Непал;08.02.2020;1;0;0;0;0;0
Непал;08.03.2020;1;1;0;0;0;0
Непал;08.04.2020;9;1;0;0;0;0
Непал;09.02.2020;1;0;0;0;0;0
Непал;09.03.2020;1;1;0;0;0;0
Непал;09.04.2020;9;1;0;0;0;0
Непал;10.02.2020;1;0;0;0;0;0
Непал;10.03.2020;1;1;0;0;0;0
Непал;10.04.2020;9;1;0;0;0;0
Непал;11.02.2020;1;0;0;0;0;0
Непал;11.03.2020;1;1;0;0;0;0
Непал;11.04.2020;9;1;0;0;0;0
Непал;12.02.2020;1;1;0;0;1;0
Непал;12.03.2020;1;1;0;0;0;0
Непал;12.04.2020;12;1;0;3;0;0
Непал;13.02.2020;1;1;0;0;0;0
Непал;13.03.2020;1;1;0;0;0;0
Непал;13.04.2020;14;1;0;2;0;0
Непал;14.02.2020;1;1;0;0;0;0
Непал;14.03.2020;1;1;0;0;0;0
Непал;14.04.2020;16;1;0;2;0;0
Непал;15.02.2020;1;1;0;0;0;0
Непал;15.03.2020;1;1;0;0;0;0
Непал;15.04.2020;16;1;0;0;0;0
Непал;16.02.2020;1;1;0;0;0;0
Непал;16.03.2020;1;1;0;0;0;0
Непал;16.04.2020;16;2;0;0;1;0
Непал;17.02.2020;1;1;0;0;0;0
Непал;17.03.2020;1;1;0;0;0;0
Непал;17.04.2020;30;2;0;14;0;0
Непал;18.02.2020;1;1;0;0;0;0
Непал;18.03.2020;1;1;0;0;0;0
Непал;18.04.2020;31;2;0;1;0;0
Непал;19.02.2020;1;1;0;0;0;0
Непал;19.03.2020;1;1;0;0;0;0
Непал;19.04.2020;31;4;0;0;2;0
Непал;20.02.2020;1;1;0;0;0;0
Непал;20.03.2020;1;1;0;0;0;0
Непал;20.04.2020;31;4;0;0;0;0
Непал;21.02.2020;1;1;0;0;0;0
Непал;21.03.2020;1;1;0;0;0;0
Непал;21.04.2020;43;4;0;12;0;0
Непал;22.01.2020;0;0;0;0;0;0
Непал;22.02.2020;1;1;0;0;0;0
Непал;22.03.2020;1;1;0;0;0;0
Непал;22.04.2020;45;7;0;2;3;0
Непал;23.01.2020;0;0;0;0;0;0
Непал;23.02.2020;1;1;0;0;0;0
Непал;23.03.2020;2;1;0;1;0;0
Непал;23.04.2020;48;10;0;3;3;0
Непал;24.01.2020;0;0;0;0;0;0
Непал;24.02.2020;1;1;0;0;0;0
Непал;24.03.2020;2;1;0;0;0;0
Непал;24.04.2020;49;11;0;1;1;0
Непал;25.01.2020;1;0;0;1;0;0
Непал;25.02.2020;1;1;0;0;0;0
Непал;25.03.2020;3;1;0;1;0;0
Непал;25.04.2020;49;12;0;0;1;0
Непал;26.01.2020;1;0;0;0;0;0
Непал;26.02.2020;1;1;0;0;0;0
Непал;26.03.2020;3;1;0;0;0;0
Непал;26.04.2020;52;16;0;3;4;0
Непал;27.01.2020;1;0;0;0;0;0
Непал;27.02.2020;1;1;0;0;0;0
Непал;27.03.2020;4;1;0;1;0;0
Непал;27.04.2020;52;16;0;0;0;0
Непал;28.01.2020;1;0;0;0;0;0
Непал;28.02.2020;1;1;0;0;0;0
Непал;28.03.2020;5;1;0;1;0;0
Непал;28.04.2020;54;16;0;2;0;0
Непал;29.01.2020;1;0;0;0;0;0
Непал;29.02.2020;1;1;0;0;0;0
Непал;29.03.2020;5;1;0;0;0;0
Непал;29.04.2020;57;16;0;3;0;0
Непал;30.01.2020;1;0;0;0;0;0
Непал;30.03.2020;5;1;0;0;0;0
Непал;31.01.2020;1;0;0;0;0;0
Непал;31.03.2020;5;1;0;0;0;0
Нигер;01.02.2020;0;0;0;0;0;0
Нигер;01.03.2020;0;0;0;0;0;0
Нигер;01.04.2020;74;0;5;47;0;2
Нигер;02.02.2020;0;0;0;0;0;0
Нигер;02.03.2020;0;0;0;0;0;0
Нигер;02.04.2020;98;0;5;24;0;0
Нигер;03.02.2020;0;0;0;0;0;0
Нигер;03.03.2020;0;0;0;0;0;0
Нигер;03.04.2020;120;0;5;22;0;0
Нигер;04.02.2020;0;0;0;0;0;0
Нигер;04.03.2020;0;0;0;0;0;0
Нигер;04.04.2020;144;0;8;24;0;3
Нигер;05.02.2020;0;0;0;0;0;0
Нигер;05.03.2020;0;0;0;0;0;0
Нигер;05.04.2020;184;13;10;40;13;2
Нигер;06.02.2020;0;0;0;0;0;0
Нигер;06.03.2020;0;0;0;0;0;0
Нигер;06.04.2020;253;26;10;69;13;0
Нигер;07.02.2020;0;0;0;0;0;0
Нигер;07.03.2020;0;0;0;0;0;0
Нигер;07.04.2020;278;26;11;25;0;1
Нигер;08.02.2020;0;0;0;0;0;0
Нигер;08.03.2020;0;0;0;0;0;0
Нигер;08.04.2020;342;28;11;64;2;0
Нигер;09.02.2020;0;0;0;0;0;0
Нигер;09.03.2020;0;0;0;0;0;0
Нигер;09.04.2020;410;40;11;68;12;0
Нигер;10.02.2020;0;0;0;0;0;0
Нигер;10.03.2020;0;0;0;0;0;0
Нигер;10.04.2020;438;41;11;28;1;0
Нигер;11.02.2020;0;0;0;0;0;0
Нигер;11.03.2020;0;0;0;0;0;0
Нигер;11.04.2020;491;41;11;53;0;0
Нигер;12.02.2020;0;0;0;0;0;0
Нигер;12.03.2020;0;0;0;0;0;0
Нигер;12.04.2020;529;75;12;38;34;1
Нигер;13.02.2020;0;0;0;0;0;0
Нигер;13.03.2020;0;0;0;0;0;0
Нигер;13.04.2020;529;75;12;0;0;0
Нигер;14.02.2020;0;0;0;0;0;0
Нигер;14.03.2020;0;0;0;0;0;0
Нигер;14.04.2020;570;90;14;41;15;2
Нигер;15.02.2020;0;0;0;0;0;0
Нигер;15.03.2020;0;0;0;0;0;0
Нигер;15.04.2020;584;90;14;14;0;0
Нигер;16.02.2020;0;0;0;0;0;0
Нигер;16.03.2020;0;0;0;0;0;0
Нигер;16.04.2020;584;90;14;0;0;0
Нигер;17.02.2020;0;0;0;0;0;0
Нигер;17.03.2020;0;0;0;0;0;0
Нигер;17.04.2020;627;110;18;43;20;4
Нигер;18.02.2020;0;0;0;0;0;0
Нигер;18.03.2020;0;0;0;0;0;0
Нигер;18.04.2020;639;113;19;12;3;1
Нигер;19.02.2020;0;0;0;0;0;0
Нигер;19.03.2020;0;0;0;0;0;0
Нигер;19.04.2020;648;117;20;9;4;1
Нигер;20.02.2020;0;0;0;0;0;0
Нигер;20.03.2020;1;0;0;1;0;0
Нигер;20.04.2020;648;117;20;0;0;0
Нигер;21.02.2020;0;0;0;0;0;0
Нигер;21.03.2020;1;0;0;0;0;0
Нигер;21.04.2020;657;127;20;9;10;0
Нигер;22.01.2020;0;0;0;0;0;0
Нигер;22.02.2020;0;0;0;0;0;0
Нигер;22.03.2020;2;0;0;1;0;0
Нигер;22.04.2020;662;193;22;5;66;2
Нигер;23.01.2020;0;0;0;0;0;0
Нигер;23.02.2020;0;0;0;0;0;0
Нигер;23.03.2020;3;0;0;1;0;0
Нигер;23.04.2020;671;256;24;9;63;2
Нигер;24.01.2020;0;0;0;0;0;0
Нигер;24.02.2020;0;0;0;0;0;0
Нигер;24.03.2020;3;0;0;0;0;0
Нигер;24.04.2020;681;289;24;10;33;0
Нигер;25.01.2020;0;0;0;0;0;0
Нигер;25.02.2020;0;0;0;0;0;0
Нигер;25.03.2020;7;0;1;4;0;1
Нигер;25.04.2020;684;325;27;3;36;3
Нигер;26.01.2020;0;0;0;0;0;0
Нигер;26.02.2020;0;0;0;0;0;0
Нигер;26.03.2020;10;0;1;3;0;0
Нигер;26.04.2020;696;350;29;12;25;2
Нигер;27.01.2020;0;0;0;0;0;0
Нигер;27.02.2020;0;0;0;0;0;0
Нигер;27.03.2020;10;0;1;0;0;0
Нигер;27.04.2020;701;385;29;5;35;0
Нигер;28.01.2020;0;0;0;0;0;0
Нигер;28.02.2020;0;0;0;0;0;0
Нигер;28.03.2020;10;0;1;0;0;0
Нигер;28.04.2020;709;403;31;8;18;2
Нигер;29.01.2020;0;0;0;0;0;0
Нигер;29.02.2020;0;0;0;0;0;0
Нигер;29.03.2020;18;0;1;8;0;0
Нигер;29.04.2020;713;435;32;4;32;1
Нигер;30.01.2020;0;0;0;0;0;0
Нигер;30.03.2020;27;0;3;9;0;2
Нигер;31.01.2020;0;0;0;0;0;0
Нигер;31.03.2020;27;0;3;0;0;0
Нигерия;01.02.2020;0;0;0;0;0;0
Нигерия;01.03.2020;1;0;0;0;0;0
Нигерия;01.04.2020;174;9;2;39;1;0
Нигерия;02.02.2020;0;0;0;0;0;0
Нигерия;02.03.2020;1;0;0;0;0;0
Нигерия;02.04.2020;184;20;2;10;11;0
Нигерия;03.02.2020;0;0;0;0;0;0
Нигерия;03.03.2020;1;0;0;0;0;0
Нигерия;03.04.2020;210;25;4;26;5;2
Нигерия;04.02.2020;0;0;0;0;0;0
Нигерия;04.03.2020;1;0;0;0;0;0
Нигерия;04.04.2020;214;25;4;4;0;0
Нигерия;05.02.2020;0;0;0;0;0;0
Нигерия;05.03.2020;1;0;0;0;0;0
Нигерия;05.04.2020;232;33;5;18;8;1
Нигерия;06.02.2020;0;0;0;0;0;0
Нигерия;06.03.2020;1;0;0;0;0;0
Нигерия;06.04.2020;238;35;5;6;2;0
Нигерия;07.02.2020;0;0;0;0;0;0
Нигерия;07.03.2020;1;0;0;0;0;0
Нигерия;07.04.2020;254;44;6;16;9;1
Нигерия;08.02.2020;0;0;0;0;0;0
Нигерия;08.03.2020;1;0;0;0;0;0
Нигерия;08.04.2020;276;44;6;22;0;0
Нигерия;09.02.2020;0;0;0;0;0;0
Нигерия;09.03.2020;2;0;0;1;0;0
Нигерия;09.04.2020;288;51;7;12;7;1
Нигерия;10.02.2020;0;0;0;0;0;0
Нигерия;10.03.2020;2;0;0;0;0;0
Нигерия;10.04.2020;305;58;7;17;7;0
Нигерия;11.02.2020;0;0;0;0;0;0
Нигерия;11.03.2020;2;0;0;0;0;0
Нигерия;11.04.2020;318;70;10;13;12;3
Нигерия;12.02.2020;0;0;0;0;0;0
Нигерия;12.03.2020;2;0;0;0;0;0
Нигерия;12.04.2020;323;85;10;5;15;0
Нигерия;13.02.2020;0;0;0;0;0;0
Нигерия;13.03.2020;2;0;0;0;0;0
Нигерия;13.04.2020;343;91;10;20;6;0
Нигерия;14.02.2020;0;0;0;0;0;0
Нигерия;14.03.2020;2;0;0;0;0;0
Нигерия;14.04.2020;373;99;11;30;8;1
Нигерия;15.02.2020;0;0;0;0;0;0
Нигерия;15.03.2020;2;0;0;0;0;0
Нигерия;15.04.2020;407;128;12;34;29;1
Нигерия;16.02.2020;0;0;0;0;0;0
Нигерия;16.03.2020;2;0;0;0;0;0
Нигерия;16.04.2020;442;152;13;35;24;1
Нигерия;17.02.2020;0;0;0;0;0;0
Нигерия;17.03.2020;3;0;0;1;0;0
Нигерия;17.04.2020;493;159;17;51;7;4
Нигерия;18.02.2020;0;0;0;0;0;0
Нигерия;18.03.2020;8;1;0;5;1;0
Нигерия;18.04.2020;542;166;19;49;7;2
Нигерия;19.02.2020;0;0;0;0;0;0
Нигерия;19.03.2020;8;1;0;0;0;0
Нигерия;19.04.2020;627;170;21;85;4;2
Нигерия;20.02.2020;0;0;0;0;0;0
Нигерия;20.03.2020;12;1;0;4;0;0
Нигерия;20.04.2020;665;188;22;38;18;1
Нигерия;21.02.2020;0;0;0;0;0;0
Нигерия;21.03.2020;22;1;0;10;0;0
Нигерия;21.04.2020;665;188;22;0;0;0
Нигерия;22.01.2020;0;0;0;0;0;0
Нигерия;22.02.2020;0;0;0;0;0;0
Нигерия;22.03.2020;30;2;0;8;1;0
Нигерия;22.04.2020;873;197;28;208;9;6
Нигерия;23.01.2020;0;0;0;0;0;0
Нигерия;23.02.2020;0;0;0;0;0;0
Нигерия;23.03.2020;40;2;1;10;0;1
Нигерия;23.04.2020;981;197;31;108;0;3
Нигерия;24.01.2020;0;0;0;0;0;0
Нигерия;24.02.2020;0;0;0;0;0;0
Нигерия;24.03.2020;44;2;1;4;0;0
Нигерия;24.04.2020;1095;208;32;114;11;1
Нигерия;25.01.2020;0;0;0;0;0;0
Нигерия;25.02.2020;0;0;0;0;0;0
Нигерия;25.03.2020;51;2;1;7;0;0
Нигерия;25.04.2020;1182;222;35;87;14;3
Нигерия;26.01.2020;0;0;0;0;0;0
Нигерия;26.02.2020;0;0;0;0;0;0
Нигерия;26.03.2020;65;2;1;14;0;0
Нигерия;26.04.2020;1273;239;40;91;17;5
Нигерия;27.01.2020;0;0;0;0;0;0
Нигерия;27.02.2020;0;0;0;0;0;0
Нигерия;27.03.2020;70;3;1;5;1;0
Нигерия;27.04.2020;1337;255;40;64;16;0
Нигерия;28.01.2020;0;0;0;0;0;0
Нигерия;28.02.2020;1;0;0;1;0;0
Нигерия;28.03.2020;89;3;1;19;0;0
Нигерия;28.04.2020;1532;255;44;195;0;4
Нигерия;29.01.2020;0;0;0;0;0;0
Нигерия;29.02.2020;1;0;0;0;0;0
Нигерия;29.03.2020;111;3;1;22;0;0
Нигерия;29.04.2020;1728;307;51;196;52;7
Нигерия;30.01.2020;0;0;0;0;0;0
Нигерия;30.03.2020;131;8;2;20;5;1
Нигерия;31.01.2020;0;0;0;0;0;0
Нигерия;31.03.2020;135;8;2;4;0;0
Нидерланды;01.02.2020;0;0;0;0;0;0
Нидерланды;01.03.2020;10;0;0;4;0;0
Нидерланды;01.04.2020;13696;260;1175;1029;7;135
Нидерланды;02.02.2020;0;0;0;0;0;0
Нидерланды;02.03.2020;18;0;0;8;0;0
Нидерланды;02.04.2020;14788;260;1341;1092;0;166
Нидерланды;03.02.2020;0;0;0;0;0;0
Нидерланды;03.03.2020;24;0;0;6;0;0
Нидерланды;03.04.2020;15821;260;1490;1033;0;149
Нидерланды;04.02.2020;0;0;0;0;0;0
Нидерланды;04.03.2020;38;0;0;14;0;0
Нидерланды;04.04.2020;16727;262;1656;906;2;166
Нидерланды;05.02.2020;0;0;0;0;0;0
Нидерланды;05.03.2020;82;0;0;44;0;0
Нидерланды;05.04.2020;17953;257;1771;1226;-5;115
Нидерланды;06.02.2020;0;0;0;0;0;0
Нидерланды;06.03.2020;128;0;1;46;0;1
Нидерланды;06.04.2020;18926;258;1874;973;1;103
Нидерланды;07.02.2020;0;0;0;0;0;0
Нидерланды;07.03.2020;188;0;1;60;0;0
Нидерланды;07.04.2020;19709;272;2108;783;14;234
Нидерланды;08.02.2020;0;0;0;0;0;0
Нидерланды;08.03.2020;265;0;3;77;0;2
Нидерланды;08.04.2020;20682;272;2255;973;0;147
Нидерланды;09.02.2020;0;0;0;0;0;0
Нидерланды;09.03.2020;321;0;3;56;0;0
Нидерланды;09.04.2020;21903;278;2403;1221;6;148
Нидерланды;10.02.2020;0;0;0;0;0;0
Нидерланды;10.03.2020;382;0;4;61;0;1
Нидерланды;10.04.2020;23249;287;2520;1346;9;117
Нидерланды;11.02.2020;0;0;0;0;0;0
Нидерланды;11.03.2020;503;0;5;121;0;1
Нидерланды;11.04.2020;24571;291;2653;1322;4;133
Нидерланды;12.02.2020;0;0;0;0;0;0
Нидерланды;12.03.2020;503;0;5;0;0;0
Нидерланды;12.04.2020;25746;295;2747;1175;4;94
Нидерланды;13.02.2020;0;0;0;0;0;0
Нидерланды;13.03.2020;806;0;10;303;0;5
Нидерланды;13.04.2020;26710;295;2833;964;0;86
Нидерланды;14.02.2020;0;0;0;0;0;0
Нидерланды;14.03.2020;962;2;12;156;2;2
Нидерланды;14.04.2020;27580;297;2955;870;2;122
Нидерланды;15.02.2020;0;0;0;0;0;0
Нидерланды;15.03.2020;1138;2;20;176;0;8
Нидерланды;15.04.2020;28316;304;3145;736;7;190
Нидерланды;16.02.2020;0;0;0;0;0;0
Нидерланды;16.03.2020;1416;2;24;278;0;4
Нидерланды;16.04.2020;29383;311;3327;1067;7;182
Нидерланды;17.02.2020;0;0;0;0;0;0
Нидерланды;17.03.2020;1711;2;43;295;0;19
Нидерланды;17.04.2020;30619;315;3471;1236;4;144
Нидерланды;18.02.2020;0;0;0;0;0;0
Нидерланды;18.03.2020;2058;2;58;347;0;15
Нидерланды;18.04.2020;31766;317;3613;1147;2;142
Нидерланды;19.02.2020;0;0;0;0;0;0
Нидерланды;19.03.2020;2467;2;77;409;0;19
Нидерланды;19.04.2020;32838;322;3697;1072;5;84
Нидерланды;20.02.2020;0;0;0;0;0;0
Нидерланды;20.03.2020;3003;2;107;536;0;30
Нидерланды;20.04.2020;33588;322;3764;750;0;67
Нидерланды;21.02.2020;0;0;0;0;0;0
Нидерланды;21.03.2020;3640;2;137;637;0;30
Нидерланды;21.04.2020;34317;74;3929;729;-248;165
Нидерланды;22.01.2020;0;0;0;0;0;0
Нидерланды;22.02.2020;0;0;0;0;0;0
Нидерланды;22.03.2020;4217;2;180;577;0;43
Нидерланды;22.04.2020;35032;101;4068;715;27;139
Нидерланды;23.01.2020;0;0;0;0;0;0
Нидерланды;23.02.2020;0;0;0;0;0;0
Нидерланды;23.03.2020;4764;2;214;547;0;34
Нидерланды;23.04.2020;35921;101;4192;889;0;124
Нидерланды;24.01.2020;0;0;0;0;0;0
Нидерланды;24.02.2020;0;0;0;0;0;0
Нидерланды;24.03.2020;5580;3;277;816;1;63
Нидерланды;24.04.2020;36729;102;4304;808;1;112
Нидерланды;25.01.2020;0;0;0;0;0;0
Нидерланды;25.02.2020;0;0;0;0;0;0
Нидерланды;25.03.2020;6438;4;357;858;1;80
Нидерланды;25.04.2020;37384;102;4424;655;0;120
Нидерланды;26.01.2020;0;0;0;0;0;0
Нидерланды;26.02.2020;0;0;0;0;0;0
Нидерланды;26.03.2020;7468;6;435;1030;2;78
Нидерланды;26.04.2020;38040;117;4491;656;15;67
Нидерланды;27.01.2020;0;0;0;0;0;0
Нидерланды;27.02.2020;1;0;0;1;0;0
Нидерланды;27.03.2020;8647;6;547;1179;0;112
Нидерланды;27.04.2020;38440;117;4534;400;0;43
Нидерланды;28.01.2020;0;0;0;0;0;0
Нидерланды;28.02.2020;1;0;0;0;0;0
Нидерланды;28.03.2020;9819;6;640;1172;0;93
Нидерланды;28.04.2020;38612;117;4582;172;0;48
Нидерланды;29.01.2020;0;0;0;0;0;0
Нидерланды;29.02.2020;6;0;0;5;0;0
Нидерланды;29.03.2020;10930;253;772;1111;247;132
Нидерланды;29.04.2020;38998;119;4727;386;2;145
Нидерланды;30.01.2020;0;0;0;0;0;0
Нидерланды;30.03.2020;11817;253;865;887;0;93
Нидерланды;31.01.2020;0;0;0;0;0;0
Нидерланды;31.03.2020;12667;253;1040;850;0;175
Никарагуа;01.02.2020;0;0;0;0;0;0
Никарагуа;01.03.2020;0;0;0;0;0;0
Никарагуа;01.04.2020;5;0;1;0;0;0
Никарагуа;02.02.2020;0;0;0;0;0;0
Никарагуа;02.03.2020;0;0;0;0;0;0
Никарагуа;02.04.2020;5;0;1;0;0;0
Никарагуа;03.02.2020;0;0;0;0;0;0
Никарагуа;03.03.2020;0;0;0;0;0;0
Никарагуа;03.04.2020;5;0;1;0;0;0
Никарагуа;04.02.2020;0;0;0;0;0;0
Никарагуа;04.03.2020;0;0;0;0;0;0
Никарагуа;04.04.2020;5;0;1;0;0;0
Никарагуа;05.02.2020;0;0;0;0;0;0
Никарагуа;05.03.2020;0;0;0;0;0;0
Никарагуа;05.04.2020;6;0;1;1;0;0
Никарагуа;06.02.2020;0;0;0;0;0;0
Никарагуа;06.03.2020;0;0;0;0;0;0
Никарагуа;06.04.2020;6;0;1;0;0;0
Никарагуа;07.02.2020;0;0;0;0;0;0
Никарагуа;07.03.2020;0;0;0;0;0;0
Никарагуа;07.04.2020;6;0;1;0;0;0
Никарагуа;08.02.2020;0;0;0;0;0;0
Никарагуа;08.03.2020;0;0;0;0;0;0
Никарагуа;08.04.2020;6;0;1;0;0;0
Никарагуа;09.02.2020;0;0;0;0;0;0
Никарагуа;09.03.2020;0;0;0;0;0;0
Никарагуа;09.04.2020;7;0;1;1;0;0
Никарагуа;10.02.2020;0;0;0;0;0;0
Никарагуа;10.03.2020;0;0;0;0;0;0
Никарагуа;10.04.2020;7;0;1;0;0;0
Никарагуа;11.02.2020;0;0;0;0;0;0
Никарагуа;11.03.2020;0;0;0;0;0;0
Никарагуа;11.04.2020;8;0;1;1;0;0
Никарагуа;12.02.2020;0;0;0;0;0;0
Никарагуа;12.03.2020;0;0;0;0;0;0
Никарагуа;12.04.2020;9;4;1;1;4;0
Никарагуа;13.02.2020;0;0;0;0;0;0
Никарагуа;13.03.2020;0;0;0;0;0;0
Никарагуа;13.04.2020;9;4;1;0;0;0
Никарагуа;14.02.2020;0;0;0;0;0;0
Никарагуа;14.03.2020;0;0;0;0;0;0
Никарагуа;14.04.2020;9;4;1;0;0;0
Никарагуа;15.02.2020;0;0;0;0;0;0
Никарагуа;15.03.2020;0;0;0;0;0;0
Никарагуа;15.04.2020;9;4;1;0;0;0
Никарагуа;16.02.2020;0;0;0;0;0;0
Никарагуа;16.03.2020;0;0;0;0;0;0
Никарагуа;16.04.2020;9;4;1;0;0;0
Никарагуа;17.02.2020;0;0;0;0;0;0
Никарагуа;17.03.2020;0;0;0;0;0;0
Никарагуа;17.04.2020;9;4;1;0;0;0
Никарагуа;18.02.2020;0;0;0;0;0;0
Никарагуа;18.03.2020;0;0;0;0;0;0
Никарагуа;18.04.2020;9;6;2;0;2;1
Никарагуа;19.02.2020;0;0;0;0;0;0
Никарагуа;19.03.2020;1;0;0;1;0;0
Никарагуа;19.04.2020;10;6;2;1;0;0
Никарагуа;20.02.2020;0;0;0;0;0;0
Никарагуа;20.03.2020;1;0;0;0;0;0
Никарагуа;20.04.2020;10;6;2;0;0;0
Никарагуа;21.02.2020;0;0;0;0;0;0
Никарагуа;21.03.2020;2;0;0;1;0;0
Никарагуа;21.04.2020;10;7;2;0;1;0
Никарагуа;22.01.2020;0;0;0;0;0;0
Никарагуа;22.02.2020;0;0;0;0;0;0
Никарагуа;22.03.2020;2;0;0;0;0;0
Никарагуа;22.04.2020;10;7;2;0;0;0
Никарагуа;23.01.2020;0;0;0;0;0;0
Никарагуа;23.02.2020;0;0;0;0;0;0
Никарагуа;23.03.2020;2;0;0;0;0;0
Никарагуа;23.04.2020;11;7;3;1;0;1
Никарагуа;24.01.2020;0;0;0;0;0;0
Никарагуа;24.02.2020;0;0;0;0;0;0
Никарагуа;24.03.2020;2;0;0;0;0;0
Никарагуа;24.04.2020;11;7;3;0;0;0
Никарагуа;25.01.2020;0;0;0;0;0;0
Никарагуа;25.02.2020;0;0;0;0;0;0
Никарагуа;25.03.2020;2;0;0;0;0;0
Никарагуа;25.04.2020;12;7;3;1;0;0
Никарагуа;26.01.2020;0;0;0;0;0;0
Никарагуа;26.02.2020;0;0;0;0;0;0
Никарагуа;26.03.2020;2;0;0;0;0;0
Никарагуа;26.04.2020;13;7;3;1;0;0
Никарагуа;27.01.2020;0;0;0;0;0;0
Никарагуа;27.02.2020;0;0;0;0;0;0
Никарагуа;27.03.2020;2;0;1;0;0;1
Никарагуа;27.04.2020;13;7;3;0;0;0
Никарагуа;28.01.2020;0;0;0;0;0;0
Никарагуа;28.02.2020;0;0;0;0;0;0
Никарагуа;28.03.2020;4;0;1;2;0;0
Никарагуа;28.04.2020;13;7;3;0;0;0
Никарагуа;29.01.2020;0;0;0;0;0;0
Никарагуа;29.02.2020;0;0;0;0;0;0
Никарагуа;29.03.2020;4;0;1;0;0;0
Никарагуа;29.04.2020;13;7;3;0;0;0
Никарагуа;30.01.2020;0;0;0;0;0;0
Никарагуа;30.03.2020;4;0;1;0;0;0
Никарагуа;31.01.2020;0;0;0;0;0;0
Никарагуа;31.03.2020;5;0;1;1;0;0
Новая Зеландия;01.02.2020;0;0;0;0;0;0
Новая Зеландия;01.03.2020;1;0;0;0;0;0
Новая Зеландия;01.04.2020;708;83;1;61;9;0
Новая Зеландия;02.02.2020;0;0;0;0;0;0
Новая Зеландия;02.03.2020;1;0;0;0;0;0
Новая Зеландия;02.04.2020;797;92;1;89;9;0
Новая Зеландия;03.02.2020;0;0;0;0;0;0
Новая Зеландия;03.03.2020;1;0;0;0;0;0
Новая Зеландия;03.04.2020;868;103;1;71;11;0
Новая Зеландия;04.02.2020;0;0;0;0;0;0
Новая Зеландия;04.03.2020;3;0;0;2;0;0
Новая Зеландия;04.04.2020;950;127;1;82;24;0
Новая Зеландия;05.02.2020;0;0;0;0;0;0
Новая Зеландия;05.03.2020;3;0;0;0;0;0
Новая Зеландия;05.04.2020;1039;156;1;89;29;0
Новая Зеландия;06.02.2020;0;0;0;0;0;0
Новая Зеландия;06.03.2020;4;0;0;1;0;0
Новая Зеландия;06.04.2020;1106;176;1;67;20;0
Новая Зеландия;07.02.2020;0;0;0;0;0;0
Новая Зеландия;07.03.2020;5;0;0;1;0;0
Новая Зеландия;07.04.2020;1160;241;1;54;65;0
Новая Зеландия;08.02.2020;0;0;0;0;0;0
Новая Зеландия;08.03.2020;5;0;0;0;0;0
Новая Зеландия;08.04.2020;1210;282;1;50;41;0
Новая Зеландия;09.02.2020;0;0;0;0;0;0
Новая Зеландия;09.03.2020;5;0;0;0;0;0
Новая Зеландия;09.04.2020;1239;317;1;29;35;0
Новая Зеландия;10.02.2020;0;0;0;0;0;0
Новая Зеландия;10.03.2020;5;0;0;0;0;0
Новая Зеландия;10.04.2020;1283;373;2;44;56;1
Новая Зеландия;11.02.2020;0;0;0;0;0;0
Новая Зеландия;11.03.2020;5;0;0;0;0;0
Новая Зеландия;11.04.2020;1312;422;4;29;49;2
Новая Зеландия;12.02.2020;0;0;0;0;0;0
Новая Зеландия;12.03.2020;5;0;0;0;0;0
Новая Зеландия;12.04.2020;1330;471;4;18;49;0
Новая Зеландия;13.02.2020;0;0;0;0;0;0
Новая Зеландия;13.03.2020;5;0;0;0;0;0
Новая Зеландия;13.04.2020;1349;546;5;19;75;1
Новая Зеландия;14.02.2020;0;0;0;0;0;0
Новая Зеландия;14.03.2020;6;0;0;1;0;0
Новая Зеландия;14.04.2020;1366;628;9;17;82;4
Новая Зеландия;15.02.2020;0;0;0;0;0;0
Новая Зеландия;15.03.2020;8;0;0;2;0;0
Новая Зеландия;15.04.2020;1386;728;9;20;100;0
Новая Зеландия;16.02.2020;0;0;0;0;0;0
Новая Зеландия;16.03.2020;8;0;0;0;0;0
Новая Зеландия;16.04.2020;1401;770;9;15;42;0
